"","OBJECTID","Status","BaumGattun","xtf_id","BaumArtLat","Kategorie","Pflanzjahr","Baumtyp","Quartier","Strasse","BaumNameLa","Baumnummer","POI_ID","BaumNameDe","Baumtyptex","Genauigkei","geometry"
"34947",34947,"Grünanlage","Acer","34946","platanoides","Parkbaum","1985","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Acer platanoides","WD-1619","bm_34946","Spitz-Ahorn","nicht zugeordnet","Eingemessen",c(2680715.94207764, 1247955.70111084)
"34948",34948,"Grünanlage","Acer","34947","platanoides","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Acer platanoides","WD-1620","bm_34947","Spitz-Ahorn","nicht zugeordnet","Eingemessen",c(2680719.97711182, 1247960.92211914)
"34989",34989,"Strassenbaum (A)","Acer","34988","platanoides","Strassenbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Acer platanoides 'Olmsted'","WD-1601","bm_34988","Spitz-Ahorn","nicht zugeordnet","Eingemessen",c(2680555.13012695, 1247951.98010254)
"34990",34990,"Strassenbaum (A)","Acer","34989","platanoides","Strassenbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Acer platanoides 'Olmsted'","WD-1602","bm_34989","Spitz-Ahorn","nicht zugeordnet","Eingemessen",c(2680564.08709717, 1247952.6350708)
"34991",34991,"Strassenbaum (A)","Acer","34990","platanoides","Strassenbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Acer platanoides 'Olmsted'","WD-1603","bm_34990","Spitz-Ahorn","nicht zugeordnet","Eingemessen",c(2680573.24810791, 1247953.30407715)
"34992",34992,"Strassenbaum (A)","Acer","34991","platanoides","Strassenbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Acer platanoides 'Olmsted'","WD-1605","bm_34991","Spitz-Ahorn","nicht zugeordnet","Eingemessen",c(2680618.06707764, 1247956.56408691)
"34993",34993,"Strassenbaum (A)","Acer","34992","platanoides","Strassenbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Acer platanoides 'Olmsted'","WD-1606","bm_34992","Spitz-Ahorn","nicht zugeordnet","Eingemessen",c(2680626.99810791, 1247957.22509766)
"34994",34994,"Strassenbaum (A)","Acer","34993","platanoides","Strassenbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Acer platanoides 'Olmsted'","WD-1607","bm_34993","Spitz-Ahorn","nicht zugeordnet","Eingemessen",c(2680635.98907471, 1247957.88311768)
"34995",34995,"Strassenbaum (A)","Acer","34994","platanoides","Strassenbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Acer platanoides 'Olmsted'","WD-1609","bm_34994","Spitz-Ahorn","nicht zugeordnet","Eingemessen",c(2680653.85009766, 1247959.27911377)
"34996",34996,"Strassenbaum (A)","Acer","34995","platanoides","Strassenbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Acer platanoides 'Olmsted'","WD-1831","bm_34995","Spitz-Ahorn","nicht zugeordnet","Eingemessen",c(2680671.50811768, 1247961.57611084)
"35169",35169,"Strassenbaum (A)","Pinus","35168","nigra","Strassenbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1583","bm_35168","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680683.70507812, 1247962.25109863)
"35170",35170,"Strassenbaum (A)","Pinus","35169","nigra","Strassenbaum","2000","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1584","bm_35169","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680676.19512939, 1247960.55108643)
"35171",35171,"Strassenbaum (A)","Pinus","35170","nigra","Strassenbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1585","bm_35170","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680668.41912842, 1247959.44012451)
"35172",35172,"Strassenbaum (A)","Pinus","35171","nigra","Strassenbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1586","bm_35171","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680660.72412109, 1247958.46807861)
"35173",35173,"Strassenbaum (A)","Pinus","35172","nigra","Strassenbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1587","bm_35172","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680649.60107422, 1247957.4230957)
"35174",35174,"Strassenbaum (A)","Pinus","35173","nigra","Strassenbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1588","bm_35173","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680642.01409912, 1247956.73510742)
"35175",35175,"Strassenbaum (A)","Pinus","35174","nigra","Strassenbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1590","bm_35174","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680624.72210693, 1247955.48608399)
"35176",35176,"Strassenbaum (A)","Pinus","35175","nigra","Strassenbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1591","bm_35175","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680620.87609863, 1247955.27612305)
"35177",35177,"Strassenbaum (A)","Pinus","35176","nigra","Strassenbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1592","bm_35176","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680613.24511719, 1247954.79211426)
"35178",35178,"Strassenbaum (A)","Pinus","35177","nigra","Strassenbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1593","bm_35177","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680602.37310791, 1247953.86108399)
"35179",35179,"Strassenbaum (A)","Pinus","35178","nigra","Strassenbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1594","bm_35178","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680593.51507568, 1247953.15112305)
"35180",35180,"Strassenbaum (A)","Pinus","35179","nigra","Strassenbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1595","bm_35179","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680586.47113037, 1247952.83312989)
"35181",35181,"Strassenbaum (A)","Pinus","35180","nigra","Strassenbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1596","bm_35180","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680578.50109863, 1247952.11309815)
"35182",35182,"Strassenbaum (A)","Pinus","35181","nigra","Strassenbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1597","bm_35181","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680559.32910156, 1247951.13812256)
"35183",35183,"Strassenbaum (A)","Pinus","35182","nigra","Strassenbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1598","bm_35182","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680548.68408203, 1247949.93212891)
"35184",35184,"Strassenbaum (A)","Pinus","35183","nigra","Strassenbaum","1960","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Pinus nigra 'spp. nigra'","WD-1599","bm_35183","Schwarz-Kiefer, Oesterreichische Schwarz-Kiefer","nicht zugeordnet","Eingemessen",c(2680540.47210693, 1247949.59307861)
"35272",35272,"Grünanlage","Aesculus","35271","x carnea","Parkbaum","1995","3","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus x carnea 'Briotii'","WD-6411","bm_35271","Scharlach-Rosskastanie","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680879.63012695, 1247846.71008301)
"35273",35273,"Grünanlage","Aesculus","35272","x carnea","Parkbaum","1995","3","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus x carnea 'Briotii'","WD-6412","bm_35272","Scharlach-Rosskastanie","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680885.64007568, 1247841.17010498)
"35274",35274,"Grünanlage","Aesculus","35273","hippocastanum","Parkbaum","1990","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6413","bm_35273","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680878.83007812, 1247817.70007324)
"35306",35306,"Grünanlage","Aesculus","35305","hippocastanum","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6414","bm_35305","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680889.22009277, 1247808.08007812)
"35307",35307,"Grünanlage","Aesculus","35306","hippocastanum","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6415","bm_35306","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680898.73010254, 1247798.68011475)
"35308",35308,"Grünanlage","Aesculus","35307","hippocastanum","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6416","bm_35307","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680904.85009766, 1247793.07012939)
"35309",35309,"Grünanlage","Aesculus","35308","hippocastanum","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6417","bm_35308","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680914.47009277, 1247784.18011475)
"35310",35310,"Grünanlage","Aesculus","35309","hippocastanum","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6418","bm_35309","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680924.42010498, 1247774.78009033)
"35311",35311,"Grünanlage","Aesculus","35310","hippocastanum","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6419","bm_35310","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680929.34008789, 1247780.10009766)
"35314",35314,"Grünanlage","Cedrus","35313","libani","Parkbaum","1900","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Cedrus libani 'ssp. atlantica'","WD-6420","bm_35313","Atlas-Zeder","nicht zugeordnet","Bildschirmeingabe",c(2680924.67010498, 1247791.45007324)
"35315",35315,"Grünanlage","Pinus","35314","sylvestris","Parkbaum","1995","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus sylvestris","WD-6421","bm_35314","Gewöhnlicher Kiefer, Wald-Kiefer, Föhre","nicht zugeordnet","Bildschirmeingabe",c(2680928.64007568, 1247757.48010254)
"35316",35316,"Grünanlage","Pinus","35315","sylvestris","Parkbaum","1995","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus sylvestris","WD-6422","bm_35315","Gewöhnlicher Kiefer, Wald-Kiefer, Föhre","nicht zugeordnet","Bildschirmeingabe",c(2680926.82012939, 1247760.84008789)
"35317",35317,"Grünanlage","Pinus","35316","sylvestris","Parkbaum","1995","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus sylvestris","WD-6423","bm_35316","Gewöhnlicher Kiefer, Wald-Kiefer, Föhre","nicht zugeordnet","Bildschirmeingabe",c(2680928.20007324, 1247763.61010742)
"35318",35318,"Grünanlage","Pinus","35317","sylvestris","Parkbaum","1995","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus sylvestris","WD-6424","bm_35317","Gewöhnlicher Kiefer, Wald-Kiefer, Föhre","nicht zugeordnet","Bildschirmeingabe",c(2680944.71008301, 1247743.13012695)
"35319",35319,"Grünanlage","Pinus","35318","sylvestris","Parkbaum","1995","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus sylvestris","WD-6425","bm_35318","Gewöhnlicher Kiefer, Wald-Kiefer, Föhre","nicht zugeordnet","Bildschirmeingabe",c(2680947.52008057, 1247741.23010254)
"35320",35320,"Grünanlage","Pinus","35319","sylvestris","Parkbaum","1995","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus sylvestris","WD-6426","bm_35319","Gewöhnlicher Kiefer, Wald-Kiefer, Föhre","nicht zugeordnet","Bildschirmeingabe",c(2680951.13012695, 1247742.25012207)
"35321",35321,"Grünanlage","Aesculus","35320","hippocastanum","Parkbaum","2000","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6427","bm_35320","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680962.50012207, 1247738.48010254)
"35322",35322,"Grünanlage","Aesculus","35321","hippocastanum","Parkbaum","2000","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6428","bm_35321","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680967.4901123, 1247733.74011231)
"35323",35323,"Grünanlage","Aesculus","35322","hippocastanum","Parkbaum","2000","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6429","bm_35322","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680972.34008789, 1247729.44012451)
"35324",35324,"Grünanlage","Aesculus","35323","hippocastanum","Parkbaum","2000","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6430","bm_35323","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680977.2600708, 1247724.70007324)
"35325",35325,"Grünanlage","Aesculus","35324","hippocastanum","Parkbaum","2000","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6431","bm_35324","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680981.82012939, 1247720.18011475)
"35326",35326,"Grünanlage","Aesculus","35325","hippocastanum","Parkbaum","2000","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6432","bm_35325","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680987.83007812, 1247714.64007568)
"35338",35338,"Grünanlage","Salix","35337","x sepulcralis","Parkbaum","1990","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Salix x sepulcralis 'Chrysocoma'","WD-1726","bm_35337","Weiss-Weide, Trauer-Weide","nicht zugeordnet","Eingemessen",c(2680680.38409424, 1247893.13012696)
"35351",35351,"Grünanlage","Tilia","35350","cordata","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Tilia cordata","WD-1721","bm_35350","Winter-Linde","nicht zugeordnet","Eingemessen",c(2680620.86212158, 1247818.35009766)
"35352",35352,"Grünanlage","Tilia","35351","cordata","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Tilia cordata","WD-1722","bm_35351","Winter-Linde","nicht zugeordnet","Eingemessen",c(2680633.20611572, 1247833.14910889)
"35353",35353,"Grünanlage","Tilia","35352","cordata","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Tilia cordata","WD-1723","bm_35352","Winter-Linde","nicht zugeordnet","Eingemessen",c(2680645.56311035, 1247848.04412842)
"35354",35354,"Grünanlage","Tilia","35353","cordata","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Tilia cordata","WD-1725","bm_35353","Winter-Linde","nicht zugeordnet","Eingemessen",c(2680670.22210693, 1247878.17510986)
"35355",35355,"Grünanlage","Tilia","35354","cordata","Parkbaum","1985","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Tilia cordata","WD-1728","bm_35354","Winter-Linde","nicht zugeordnet","Eingemessen",c(2680657.28607178, 1247875.86907959)
"35356",35356,"Grünanlage","Tilia","35355","cordata","Parkbaum","1985","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Tilia cordata","WD-1732","bm_35355","Winter-Linde","nicht zugeordnet","Eingemessen",c(2680609.2401123, 1247817.45910645)
"35357",35357,"Grünanlage","Tilia","35356","cordata","Parkbaum","1980","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Tilia cordata","WD-1733","bm_35356","Winter-Linde","nicht zugeordnet","Eingemessen",c(2680603.17010498, 1247809.98907471)
"35364",35364,"Grünanlage","Tilia","35363","platyphyllos","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Tilia platyphyllos","WD-1724","bm_35363","Sommer-Linde","nicht zugeordnet","Eingemessen",c(2680657.85308838, 1247863.10412598)
"35365",35365,"Grünanlage","Tilia","35364","platyphyllos","Parkbaum","1940","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Tilia platyphyllos","WD-1727","bm_35364","Sommer-Linde","nicht zugeordnet","Eingemessen",c(2680674.5690918, 1247896.81512451)
"35366",35366,"Grünanlage","Tilia","35365","platyphyllos","Parkbaum","1920","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Tilia platyphyllos","WD-1729","bm_35365","Sommer-Linde","nicht zugeordnet","Eingemessen",c(2680646.0480957, 1247862.03808594)
"35367",35367,"Grünanlage","Tilia","35366","platyphyllos","Parkbaum","1940","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Tilia platyphyllos","WD-1730","bm_35366","Sommer-Linde","nicht zugeordnet","Eingemessen",c(2680636.5480957, 1247850.62811279)
"35368",35368,"Grünanlage","Tilia","35367","platyphyllos","Parkbaum","1950","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Tilia platyphyllos","WD-1731","bm_35367","Sommer-Linde","nicht zugeordnet","Eingemessen",c(2680619.00708008, 1247829.50512695)
"35369",35369,"Grünanlage","Tilia","35368","tomentosa","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Albisriederstrasse","Tilia tomentosa","WD-1720","bm_35368","Ungarische Silber-Linde","nicht zugeordnet","Eingemessen",c(2680607.69909668, 1247798.46508789)
"35377",35377,"Grünanlage","Aesculus","35376","hippocastanum","Parkbaum","2000","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6443","bm_35376","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680987.5401001, 1247725.71008301)
"35381",35381,"Grünanlage","Aesculus","35380","hippocastanum","Parkbaum","2000","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6444","bm_35380","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680982.55010986, 1247730.52008056)
"35382",35382,"Grünanlage","Aesculus","35381","hippocastanum","Parkbaum","2000","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6445","bm_35381","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680977.56011963, 1247735.18011475)
"35383",35383,"Grünanlage","Aesculus","35382","hippocastanum","Parkbaum","2000","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6446","bm_35382","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680972.57012939, 1247739.63012695)
"35384",35384,"Grünanlage","Aesculus","35383","hippocastanum","Parkbaum","2000","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Aesculus hippocastanum","WD-6447","bm_35383","Gemeine Rosskastanie","nicht zugeordnet","Bildschirmeingabe",c(2680967.50012207, 1247744.08007812)
"36315",36315,"Grünanlage","Picea","36314","abies","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Picea abies","WD-6464","bm_36314","Rottanne, Fichte","nicht zugeordnet","Bildschirmeingabe",c(2680979.32012939, 1247652.41009521)
"36323",36323,"Grünanlage","Pinus","36322","sylvestris","Parkbaum","1960","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Pinus sylvestris","WD-6465","bm_36322","Gewöhnlicher Kiefer, Wald-Kiefer, Föhre","nicht zugeordnet","Bildschirmeingabe",c(2680985.12011719, 1247659.48010254)
"37068",37068,"Grünanlage","Betula","37067","pendula","Parkbaum","1970","4","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Betula pendula","WD-6466","bm_37067","Sand-Birke, Weiss-Birke","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680970.65008545, 1247661.96008301)
"37069",37069,"Grünanlage","Betula","37068","pendula","Parkbaum","1980","4","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Betula pendula","WD-6467","bm_37068","Sand-Birke, Weiss-Birke","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680933.37011719, 1247656.17010498)
"37141",37141,"Grünanlage","Betula","37140","pendula","Parkbaum","1970","4","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Betula pendula","WD-6468","bm_37140","Sand-Birke, Weiss-Birke","Höhe:10-20m, Breite:<10m","Bildschirmeingabe",c(2680982.17010498, 1247696.84008789)
"37380",37380,"Grünanlage","Larix","37379","decidua","Parkbaum","1970","0","Sihlfeld","FH Sihlfeld/Aemtlerstrasse","Larix decidua","WD-6469","bm_37379","Europäische Lärche","nicht zugeordnet","Bildschirmeingabe",c(2680961.94012451, 1247670.31011963)
